term,count
pressure,1
power,1
gas,2
arc,1
ratio,1
filter,1
graph,1
gas,2
coupling,1
gas,2
source,1
ion,8
methane,1
ammonia,1
potassium,1
carbon,1
ethane,1
boron,2
