term,count
pressure,1
proton,2
spectrum,3
power,1
gas,2
arc,2
filter,1
graph,1
gas,2
coupling,1
interaction,1
gas,2
source,1
f star,1
of star,1
iron,1
ion,15
methane,1
ammonia,1
potassium,1
carbon,1
ethane,1
boron,2
tin,2
